protID,geneID,absUsage,percUsage,kcat,source,rxnID,rxnNames,grRules
Q6C1F3,YALI0F16819g,0.463352513646223,11.8322479062065,26.0746,DLKcat,366,"enolase",YALI0F16819g
Q6CAV2,YALI0C24101g,0.21294654282501,5.43783881875931,60,brenda,958,"pyruvate carboxylase",YALI0C24101g
Q6C6H1,YALI0E09603g,0.200163180162295,5.11140071462577,24,brenda,470,"glutamate dehydrogenase (NAD)",YALI0E09603g
Q6C793,YALI0E02684g,0.175583007425401,4.48371727958485,NaN,===,===,"involved in multiple rxns, usage combined, individual rxns below",===
Q6C793,YALI0E02684g,0.175582853799282,4.48371335656238,29.9,brenda,300_EXP_2,"citrate synthase",YALI0E02684g
Q6C793,YALI0E02684g,1.53626115712097e-07,3.92302239102768e-06,29.9,brenda,301_EXP_2,"citrate synthase, peroxisomal",YALI0E02684g
Q6C9P6,YALI0D09361g,0.170047527579952,4.34236233301135,NaN,===,===,"involved in multiple rxns, usage combined, individual rxns below",===
Q6C9P6,YALI0D09361g,0.00104486089624508,0.026681744002175,308.65,DLKcat,280_EXP_1,"cis-aconitate(3-) to isocitrate",YALI0D09361g
Q6C9P6,YALI0D09361g,0.168998210539346,4.31556679615549,22.7673,DLKcat,302_EXP_1,"citrate to cis-aconitate(3-)",YALI0D09361g
Q6C9P6,YALI0D09361g,4.45614436172436e-06,0.000113792853693299,308.65,DLKcat,302_REV_EXP_1,"citrate to cis-aconitate(3-) (reversible)",YALI0D09361g
Q6C1K2,YALI0F15587g,0.167322267640488,4.27276963573893,NaN,===,===,"involved in multiple rxns, usage combined, individual rxns below",===
Q6C1K2,YALI0F15587g,0.167249558619915,4.27091292593138,13,brenda,1048,"transaldolase",YALI0F15587g
Q6C1K2,YALI0F15587g,7.27090205727878e-05,0.00185670980753879,22.9,brenda,1048_REV,"transaldolase (reversible)",YALI0F15587g
Q6C8V3,YALI0D16753g,0.156396428070271,3.99376555445978,NaN,===,===,"involved in multiple rxns, usage combined, individual rxns below",===
Q6C8V3,YALI0D16753g,0.156131826642878,3.98700864780006,83.2,custom,713_EXP_1,"malate dehydrogenase",YALI0D16753g
